,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,0.62255859375,17.393015560856952,12053,17.475061627428488,12115,8521,13.333369863013697,0,4,2020-06-30 00:00:00,2006,47.687,122.259
1,3600,0.62255859375,17.153144934487557,12186,17.2262468402688,12251,8521,6.007342465753426,0,3,2020-06-30 01:00:00,2006,47.687,122.259
2,7200,0.62347412109375,17.058377772563404,12239,17.101204439772857,12320,8521,2.197808219178082,0,3,2020-06-30 02:00:00,2006,47.687,122.259
3,10800,0.62347412109375,16.93923704865051,12306,16.993115523204608,12380,8521,0.989013698630137,0,3,2020-06-30 03:00:00,2006,47.687,122.259
4,14400,0.6231689453125,17.169283571466337,12177,17.211708306099297,12259,8521,0.1282054794520548,0,3,2020-06-30 04:00:00,2006,47.687,122.259
5,18000,0.62347412109375,17.407538814882173,12045,17.456658798184264,12125,8521,0.0,0,3,2020-06-30 05:00:00,2006,47.687,122.259
6,21600,0.6231689453125,17.551542012088987,11966,17.58584150911304,12055,8521,0.0,0,3,2020-06-30 06:00:00,2006,47.687,122.259
7,25200,0.623779296875,17.73536795125989,11866,17.779349003080313,11951,8521,0.0,0,3,2020-06-30 07:00:00,2006,47.687,122.259
8,28800,0.623779296875,17.892997426765135,11781,17.93704271800391,11867,8521,0.0,0,3,2020-06-30 08:00:00,2006,47.687,122.259
9,32400,0.62347412109375,17.906035742239055,11774,17.95212714660596,11859,8521,0.0,0,3,2020-06-30 09:00:00,2006,47.687,122.259
10,36000,0.6231689453125,17.937736613704317,11757,17.976663971326673,11846,8521,0.0,0,3,2020-06-30 10:00:00,2006,47.687,122.259
11,39600,0.62286376953125,17.94333624550802,11754,17.98799896072984,11840,8521,0.0,0,3,2020-06-30 11:00:00,2006,47.687,122.259
12,43200,0.6231689453125,17.937736613704317,11757,17.982330652000996,11843,8521,0.0,0,3,2020-06-30 12:00:00,2006,47.687,122.259
13,46800,0.62255859375,17.94520314725486,11753,17.993668898397516,11837,8521,0.20146575342465756,0,3,2020-06-30 13:00:00,2006,47.687,122.259
14,50400,0.62347412109375,18.05191337526577,11696,18.09980785861751,11781,8521,1.3919452054794519,0,3,2020-06-30 14:00:00,2006,47.687,122.259
