,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,1591050394,0.02899169921875,21.678504666364347,9839,21.20271808506743,10223,8485,0.0,0,178,2070-11-01 21:26:34,2008,47.687,122.259
1,1591050401,0.02899169921875,21.69210927801464,9833,21.204910899874164,10222,8486,0.0,0,177,2070-11-01 21:26:41,2008,47.687,122.259
2,0,0.55816650390625,16.53094725180631,12436,16.167567843720462,12835,8485,2.4555616438356163,0,1,2020-06-01 23:00:00,2008,47.687,122.259
3,3600,0.5584716796875,16.54488240514928,12428,16.19652455434982,12818,8486,11.57090410958904,0,1,2020-06-02 00:00:00,2008,47.687,122.259
4,7200,0.55816650390625,16.170421655810742,12645,16.082647650206923,12885,8486,7.050438356164384,0,0,2020-06-02 01:00:00,2008,47.687,122.259
5,10800,0.5584716796875,16.690057678333176,12345,16.55778845861215,12608,8486,1.3207945205479452,0,1,2020-06-02 02:00:00,2008,47.687,122.259
6,14400,0.55908203125,16.65147080269628,12367,16.261406061808714,12780,8486,0.5580821917808219,0,1,2020-06-02 03:00:00,2008,47.687,122.259
7,18000,0.55938720703125,17.141243518008594,12091,16.878104753073046,12425,8486,0.055808219178082194,0,1,2020-06-02 04:00:00,2008,47.687,122.259
8,21600,0.5609130859375,17.73435124348839,11766,17.55120816678175,12050,8486,0.0,0,1,2020-06-02 05:00:00,2008,47.687,122.259
9,25200,0.5609130859375,17.873841210618707,11691,17.63537738171567,12004,8486,0.0,0,1,2020-06-02 06:00:00,2008,47.687,122.259
10,28800,0.5609130859375,17.87197472796703,11692,17.788159899414552,11921,8486,0.0,0,1,2020-06-02 07:00:00,2008,47.687,122.259
11,32400,0.56121826171875,17.786310160931976,11738,17.54755674969647,12052,8486,0.0,0,1,2020-06-02 08:00:00,2008,47.687,122.259
12,36000,0.56121826171875,17.474798118162198,11907,17.389369397988958,12139,8486,0.0,0,1,2020-06-02 09:00:00,2008,47.687,122.259
13,39600,0.5615234375,17.480284451870716,11904,17.39842641279222,12134,8486,0.0,0,1,2020-06-02 10:00:00,2008,47.687,122.259
14,43200,0.56060791015625,17.42913905967356,11932,17.286411858152178,12196,8486,0.0,0,1,2020-06-02 11:00:00,2008,47.687,122.259
15,46800,0.5609130859375,17.387227678913177,11955,17.31345395899848,12181,8486,0.018602739726027398,0,1,2020-06-02 12:00:00,2008,47.687,122.259
16,50400,0.5609130859375,17.310927401393258,11997,17.22345726713968,12231,8486,0.29764383561643837,0,1,2020-06-02 13:00:00,2008,47.687,122.259
17,54000,0.5609130859375,17.23492702972362,12039,17.153543539984412,12270,8486,0.8557260273972603,0,1,2020-06-02 14:00:00,2008,47.687,122.259
