,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,TTS,GPSLat,GPSLon,GPSDate,GPSTime,TTF,Max_Tilt,datetime,id,dep_lat,dep_lon
0,1591133203.0,0.03021240234375,24.485599093583176,8684,17.821449656459606,11903,8486,157.9186575342466,0,2,113,,,,,,,2020-06-02 21:26:43,2008,47.687,122.259
1,1591134413.0,0.030517578125,21.504737476546723,9916,17.69598104280402,11971,8486,91.00460273972602,0,0,113,,,,,,,2020-06-02 21:46:53,2008,47.687,122.259
2,1591135623.0,0.030517578125,19.01943066673732,11095,17.655557981335562,11993,8486,80.95912328767123,0,3,113,,,,,,,2020-06-02 22:07:03,2008,47.687,122.259
3,1591137065.0,0.03204345703125,16.27666861927969,12583,17.22345726713968,12231,8486,54.87808219178082,0,6,113,,,,,,,2020-06-02 22:31:05,2008,47.687,122.259
4,1591142400.0,0.03204345703125,14.75753086083165,13503,17.07852779298787,12312,8486,52.236493150684936,0,3,5,47.688916,-122.259111,30620.0,3600.0,26.0,6665.0,2020-06-03 00:00:00,2008,47.687,122.259
5,1591153200.0,0.03204345703125,18.065171974188274,11589,17.16070279223004,12266,8486,23.551068493150687,0,1,5,47.687724,-122.258903,30620.0,3003230.0,23.0,5891.0,2020-06-03 03:00:00,2008,47.687,122.259
6,1591164000.0,0.03204345703125,14.318175258063945,13783,16.948818259781262,12385,8486,0.018602739726027398,0,2,5,47.687812,-122.258879,30620.0,6003309.0,23.0,5893.0,2020-06-03 06:00:00,2008,47.687,122.259
7,1591174800.0,0.03173828125,12.998552844130643,14664,16.7812861064628,12480,8486,0.018602739726027398,0,2,5,47.687644,-122.258975,30620.0,9003209.0,22.0,5635.0,2020-06-03 09:00:00,2008,47.687,122.259
8,1591185600.0,0.03082275390625,12.185811972936335,15238,16.59602199791516,12586,8487,0.5022739726027398,0,5,5,47.689104,-122.259967,30620.0,12003229.0,23.0,5895.0,2020-06-03 12:00:00,2008,47.687,122.259
9,1591196400.0,0.03173828125,12.85298145374054,14765,16.47981411086414,12653,8486,53.24104109589042,0,1,5,47.687724,-122.258895,30620.0,15003300.0,23.0,5896.0,2020-06-03 15:00:00,2008,47.687,122.259
10,1591207200.0,0.03509521484375,23.803251206480525,8950,16.800611814177273,12469,8486,496.7675616438356,0,0,5,47.687292,-122.259367,30620.0,18003208.0,22.0,5641.0,2020-06-03 18:00:00,2008,47.687,122.259
13,1591228800.0,0.0262451171875,24.777343284843028,8573,18.80227197307687,11386,8485,244.64463013698628,0,8,5,47.687816,-122.258423,40620.0,2500.0,15.0,3851.0,2020-06-04 00:00:00,2008,47.687,122.259
14,1591239600.0,0.0274658203125,16.716411280753903,12330,18.47820640368178,11554,8486,15.886739726027397,0,2,5,47.688032,-122.258615,40620.0,3002209.0,13.0,3344.0,2020-06-04 03:00:00,2008,47.687,122.259
15,1591240824.0,0.02655029296875,16.517022176312764,12444,18.426613899481083,11581,8486,13.989260273972604,0,5,113,47.687848,-122.258991,40620.0,3210300.0,29.0,7434.0,2020-06-04 03:20:24,2008,47.687,122.259
16,1591250400.0,0.02777099609375,14.797256072173866,13478,18.071047998064614,11769,8486,0.018602739726027398,0,0,5,47.687808,-122.259119,40620.0,6001765.0,8.0,2054.0,2020-06-04 06:00:00,2008,47.687,122.259
17,1591251619.0,0.028076171875,14.65147357328101,13570,18.106694684310412,11750,8486,0.018602739726027398,0,2,113,47.687696,-122.258975,40620.0,6210300.0,34.0,8711.0,2020-06-04 06:20:19,2008,47.687,122.259
