,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,0.04547119140625,22.20923418907148,9734,22.380498239303563,9772,8518,0.0,0,78,2020-05-19 23:00:00,2009,47.687,122.259
1,3600,0.57647705078125,15.313694533108276,13315,15.084017050653415,13555,8519,0.0,0,0,2020-05-20 00:00:00,2009,47.687,122.259
2,7200,0.57586669921875,15.089664012262062,13454,14.242661970781114,14087,8519,0.0,0,0,2020-05-20 01:00:00,2009,47.687,122.259
3,10800,0.57647705078125,14.11805177970308,14076,14.004141695019939,14242,8519,0.0,0,1,2020-05-20 02:00:00,2009,47.687,122.259
4,14400,0.57708740234375,14.78918300712013,13643,14.690503013786156,13801,8519,0.0,0,1,2020-05-20 03:00:00,2009,47.687,122.259
5,18000,0.57861328125,15.028870578957594,13492,14.88627939736216,13678,8519,0.0,0,0,2020-05-20 04:00:00,2009,47.687,122.259
6,21600,0.57861328125,14.92373769395266,13558,14.747602594954742,13765,8519,0.0,0,1,2020-05-20 05:00:00,2009,47.687,122.259
7,25200,0.57830810546875,13.63530799668763,14397,13.52068562175532,14562,8519,0.0,0,0,2020-05-20 06:00:00,2009,47.687,122.259
8,28800,0.5780029296875,13.912030976475933,14212,13.773015316142107,14394,8519,0.0,0,0,2020-05-20 07:00:00,2009,47.687,122.259
9,32400,0.57861328125,14.208124657866676,14017,14.05008170082175,14212,8519,0.0,0,0,2020-05-20 08:00:00,2009,47.687,122.259
10,36000,0.57861328125,14.54778292493853,13797,14.384055447450578,13996,8519,0.0,0,0,2020-05-20 09:00:00,2009,47.687,122.259
11,39600,0.5792236328125,14.563366188411123,13787,14.435581910434053,13963,8519,0.0,0,1,2020-05-20 10:00:00,2009,47.687,122.259
12,43200,0.57952880859375,14.740344269832747,13674,14.609893916838246,13852,8519,0.0,0,0,2020-05-20 11:00:00,2009,47.687,122.259
13,46800,0.58013916015625,14.795493857104816,13639,14.663596681607316,13818,8519,0.0,0,1,2020-05-20 12:00:00,2009,47.687,122.259
14,50400,0.579833984375,14.705759899128623,13696,14.570499712874948,13877,8519,0.0,0,0,2020-05-20 13:00:00,2009,47.687,122.259
15,54000,0.57952880859375,14.833402662752519,13615,14.695255003295983,13798,8519,0.0,0,0,2020-05-20 14:00:00,2009,47.687,122.259
