,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,0.029296875,22.863601539412002,9456,23.32826897717132,9400,8512,0.0,0,70,2020-06-18 02:00:00,2017,47.687,122.259
1,3600,0.6451416015625,17.966232538532722,11781,18.046250621374043,11845,8512,0.0,0,2,2020-06-18 03:00:00,2017,47.687,122.259
2,7200,0.64666748046875,18.10092565056675,11709,18.240739094839796,11743,8513,0.0,0,3,2020-06-18 04:00:00,2017,47.687,122.259
3,10800,0.6463623046875,17.5822754745746,11989,18.35411924494548,11684,8513,0.0,0,3,2020-06-18 05:00:00,2017,47.687,122.259
4,14400,0.64727783203125,18.174275135549806,11670,18.375330160086946,11673,8513,0.0,0,3,2020-06-18 06:00:00,2017,47.687,122.259
5,18000,0.64697265625,18.236556418706073,11637,18.352192109804093,11685,8517,0.0,0,2,2020-06-18 07:00:00,2017,47.687,122.259
6,21600,0.64697265625,-3.1245535679858563,32767,18.34641183321179,11688,8519,0.0,0,3,2020-06-18 08:00:00,2017,47.687,122.259
7,25200,0.64666748046875,18.19689985884935,11658,18.317535819395516,11703,8518,0.0,0,2,2020-06-18 09:00:00,2017,47.687,122.259
8,28800,0.64727783203125,-3.1245535679858563,32767,18.05953670558091,11838,8514,0.0,0,3,2020-06-18 10:00:00,2017,47.687,122.259
9,32400,0.64697265625,17.769615075334684,11887,17.88751279946615,11929,8518,0.0,0,3,2020-06-18 11:00:00,2017,47.687,122.259
10,36000,0.6463623046875,17.743794659623063,11901,17.870580839576007,11938,8513,0.0,0,2,2020-06-18 12:00:00,2017,47.687,122.259
11,39600,0.64605712890625,17.602392114833037,11978,17.872461449259106,11937,8513,0.0,0,2,2020-06-18 13:00:00,2017,47.687,122.259
