,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,TTS,GPSLat,GPSLon,GPSDate,GPSTime,TTF,Max_Tilt,datetime,id,dep_lat,dep_lon
0,1589947200.0,0.02685546875,16.59321697250499,12466,15.82502651912057,12846,8521,0.0,0,2,,,,,,,,2020-05-20 04:00:00,2015,47.687,122.259
1,1589950800.0,0.0274658203125,15.415536214301142,13161,15.599661565447036,12983,8521,0.0,0,1,,,,,,,,2020-05-20 05:00:00,2015,47.687,122.259
2,1589954400.0,0.02685546875,13.958492788945762,14082,15.540858209466364,13019,8521,0.0,0,3,,,,,,,,2020-05-20 06:00:00,2015,47.687,122.259
3,1589958000.0,0.02685546875,13.536695595736262,14362,15.500123500246389,13044,8521,0.0,0,2,,,,,,,,2020-05-20 07:00:00,2015,47.687,122.259
4,1589961600.0,0.02716064453125,13.394205397529845,14458,15.417279778270597,13095,8521,0.0,0,2,,,,,,,,2020-05-20 08:00:00,2015,47.687,122.259
5,1589965200.0,0.02716064453125,12.905185165731325,14793,15.270303606852849,13186,8521,0.0,0,3,,,,,,,,2020-05-20 09:00:00,2015,47.687,122.259
6,1589968800.0,0.02685546875,12.761619775447116,14893,15.167576011323888,13250,8521,0.0,0,2,,,,,,,,2020-05-20 10:00:00,2015,47.687,122.259
7,1589972400.0,0.0274658203125,12.569517081962374,15028,15.06537117553745,13314,8521,0.0,0,3,,,,,,,,2020-05-20 11:00:00,2015,47.687,122.259
8,1589976000.0,0.02685546875,12.377943948817972,15164,14.911452059880105,13411,8521,0.0,0,2,,,,,,,,2020-05-20 12:00:00,2015,47.687,122.259
9,1589979600.0,0.0274658203125,12.514381900979174,15067,14.884597677794034,13428,8521,0.0,0,4,,,,,,,,2020-05-20 13:00:00,2015,47.687,122.259
10,1589983200.0,0.0274658203125,13.47125498851318,14406,14.812112540452176,13474,8521,0.0,0,3,,,,,,,,2020-05-20 14:00:00,2015,47.687,122.259
11,1589986800.0,0.028076171875,13.847620707802719,14155,14.711697288291305,13538,8521,0.0,0,4,,,,,,,,2020-05-20 15:00:00,2015,47.687,122.259
12,1589990400.0,0.02777099609375,13.575471160157917,14336,14.782249271869773,13493,8521,0.0,0,2,,,,,,,,2020-05-20 16:00:00,2015,47.687,122.259
13,1589994000.0,0.02777099609375,14.243937609280806,13896,14.829422137999302,13463,8521,0.0,0,1,,,,,,,,2020-05-20 17:00:00,2015,47.687,122.259
14,1589997600.0,0.02838134765625,15.881375881401027,12881,14.826273827586135,13465,8521,0.0,0,2,,,,,,,,2020-05-20 18:00:00,2015,47.687,122.259
15,1590001200.0,0.02838134765625,18.819902259551554,11262,14.998580867763621,13356,8521,0.0,0,3,,,,,,,,2020-05-20 19:00:00,2015,47.687,122.259
16,1590004800.0,0.02838134765625,19.56668793644093,10888,15.10523305197836,13289,8521,0.0,0,2,,,,,,,,2020-05-20 20:00:00,2015,47.687,122.259
17,1590008400.0,0.02777099609375,21.102609921771887,10162,15.08768407646727,13300,8521,0.0,0,3,,,,,,,,2020-05-20 21:00:00,2015,47.687,122.259
18,1590012000.0,0.0274658203125,19.14985042272832,11095,15.129188215321108,13274,8521,0.0,0,3,,,,,,,,2020-05-20 22:00:00,2015,47.687,122.259
19,1590015600.0,0.02685546875,16.70009615239678,12405,15.044674231943134,13327,8521,0.0,0,4,,,,,,,,2020-05-20 23:00:00,2015,47.687,122.259
