,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,TTS,GPSLat,GPSLon,GPSDate,GPSTime,TTF,Max_Tilt,datetime,id,dep_lat,dep_lon
0,1589943600.0,0.008544921875,19.282672380271094,11078,16.447942447248806,12712,8532,0.0,0,5,5,47.687796,-122.258959,200520,3003209,21,5382,2020-05-20 03:00:00,2012,47.687,122.259
1,1589954400.0,0.008544921875,14.288604591622345,13927,16.017788177081798,12957,8532,0.0,0,4,5,47.687804,-122.258959,200520,6003330,22,5638,2020-05-20 06:00:00,2012,47.687,122.259
2,1589965200.0,0.00946044921875,13.141031898694393,14693,15.728173813480225,13125,8532,0.0,0,5,5,47.687692,-122.258919,200520,9003209,21,5382,2020-05-20 09:00:00,2012,47.687,122.259
3,1589976000.0,0.0091552734375,12.493628945633475,15146,15.340166332914691,13354,8532,0.0,0,3,5,47.68778,-122.258951,200520,12003209,21,5382,2020-05-20 12:00:00,2012,47.687,122.259
4,1589986800.0,0.01007080078125,14.07669076077326,14065,15.15150100190749,13467,8532,0.0,0,5,5,47.687776,-122.258951,200520,15003308,22,5638,2020-05-20 15:00:00,2012,47.687,122.259
5,1589997600.0,0.009765625,16.210081464082464,12743,15.269830263188567,13396,8532,0.0,0,4,5,47.687744,-122.258919,200520,18003308,22,5638,2020-05-20 18:00:00,2012,47.687,122.259
6,1590008400.0,0.009765625,22.057249385768046,9783,15.484981324380158,13268,8532,0.0,0,4,5,47.6877,-122.258983,200520,21003309,22,5638,2020-05-20 21:00:00,2012,47.687,122.259
7,1590009829.0,0.0091552734375,22.059549280772842,9782,15.496815861401672,13261,8532,0.0,0,5,91,47.68766,-122.258911,200520,21241530,15,3846,2020-05-20 21:23:49,2012,47.687,122.259
8,1590019200.0,0.00823974609375,15.774701583650653,13001,15.468087237662075,13278,8532,0.0,0,4,5,47.687168,-122.258903,210520,2427,13,3334,2020-05-21 00:00:00,2012,47.687,122.259
9,1590030000.0,0.0091552734375,13.673251456697415,14332,15.661548817728544,13164,8532,0.0,0,4,5,47.687704,-122.258863,210520,3003300,22,5649,2020-05-21 03:00:00,2012,47.687,122.259
10,1590031482.0,0.0091552734375,12.878263053309865,14875,15.661548817728544,13164,8532,0.0,0,10,91,47.687796,-122.258999,210520,3245241,0,7,2020-05-21 03:24:42,2012,47.687,122.259
11,1590040800.0,0.00946044921875,12.589410193583774,15078,15.695687206922287,13144,8532,0.0,0,6,5,47.68778,-122.258943,210520,6003300,22,5640,2020-05-21 06:00:00,2012,47.687,122.259
