,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,0.02197265625,22.512009464226253,9507,22.36049509032614,9726,8503,0.0,0,84,2020-05-19 23:00:00,2016,47.687,122.259
1,3600,0.67901611328125,12.750580264236419,14861,12.813406525714754,14943,8504,0.0,0,3,2020-05-20 00:00:00,2016,47.687,122.259
2,7200,0.6793212890625,13.362133375428357,14440,13.466466826970418,14500,8504,0.0,0,2,2020-05-20 01:00:00,2016,47.687,122.259
3,10800,0.679931640625,13.751426618701487,14179,13.890863068017723,14220,8505,0.0,0,2,2020-05-20 02:00:00,2016,47.687,122.259
4,14400,0.6805419921875,14.457573837796872,13719,14.623126757213583,13751,8505,0.0,0,2,2020-05-20 03:00:00,2016,47.687,122.259
5,18000,0.68145751953125,13.029934764348411,14667,13.20289329526264,14677,8505,0.0,0,2,2020-05-20 04:00:00,2016,47.687,122.259
6,21600,0.68145751953125,13.219466912653559,14537,13.370749756246994,14564,8505,0.0,0,2,2020-05-20 05:00:00,2016,47.687,122.259
7,25200,0.6817626953125,13.344425572102296,14452,13.516005909701562,14467,8505,0.0,0,2,2020-05-20 06:00:00,2016,47.687,122.259
8,28800,0.682373046875,13.608803544802754,14274,13.770181704694835,14299,8505,0.0,0,2,2020-05-20 07:00:00,2016,47.687,122.259
9,32400,0.68206787109375,13.892092373485411,14086,14.078714215662274,14098,8505,0.0,0,2,2020-05-20 08:00:00,2016,47.687,122.259
10,36000,0.68206787109375,14.286313882694344,13829,14.461515455925849,13853,8505,0.0,0,2,2020-05-20 09:00:00,2016,47.687,122.259
11,39600,0.682373046875,14.384210722842624,13766,14.559590278864675,13791,8505,0.0,0,2,2020-05-20 10:00:00,2016,47.687,122.259
12,43200,0.6829833984375,14.504549409902609,13689,14.682082544324828,13714,8505,0.0,0,2,2020-05-20 11:00:00,2016,47.687,122.259
13,46800,0.68267822265625,14.613034369117315,13620,14.795714431354327,13643,8505,0.0,0,2,2020-05-20 12:00:00,2016,47.687,122.259
14,50400,0.6829833984375,14.5327904019083,13671,14.70923009127472,13697,8505,0.0,0,2,2020-05-20 13:00:00,2016,47.687,122.259
15,54000,0.6829833984375,14.628808135205247,13610,14.806953427059454,13636,8505,0.0,0,2,2020-05-20 14:00:00,2016,47.687,122.259
