,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,0.8050537109375,15.793077277981808,13001,16.3055785645372,12798,8502,0.7527123287671232,0,3,2020-06-01 23:00:00,2010,47.687,122.259
1,3600,0.8062744140625,15.75982917019411,13021,15.762638578119208,13111,8502,3.5456712328767126,0,2,2020-06-02 00:00:00,2010,47.687,122.259
2,7200,0.8074951171875,15.58292134295175,13128,15.701157414668273,13147,8502,2.2581369863013703,0,2,2020-06-02 01:00:00,2010,47.687,122.259
3,10800,0.80718994140625,15.594445133571071,13121,15.670490025793924,13165,8502,0.39616438356164385,0,2,2020-06-02 02:00:00,2010,47.687,122.259
4,14400,0.80810546875,15.443538174282082,13213,15.53646709779781,13244,8502,0.19808219178082193,0,2,2020-06-02 03:00:00,2010,47.687,122.259
5,18000,0.80841064453125,15.46806185198676,13198,15.594033873925298,13210,8502,0.019808219178082193,0,2,2020-06-02 04:00:00,2010,47.687,122.259
6,21600,0.81024169921875,15.75816827177971,13022,15.891355699567157,13036,8503,0.0,0,2,2020-06-02 05:00:00,2010,47.687,122.259
7,25200,0.81024169921875,15.520483883703207,13166,15.634772823211563,13186,8502,0.0,0,2,2020-06-02 06:00:00,2010,47.687,122.259
8,28800,0.81024169921875,15.42394174838978,13225,15.455487538562807,13292,8502,0.0,0,2,2020-06-02 07:00:00,2010,47.687,122.259
9,32400,0.81024169921875,15.75816827177971,13022,15.80373492148783,13087,8503,0.0,0,2,2020-06-02 08:00:00,2010,47.687,122.259
10,36000,0.81024169921875,15.59115191704592,13123,15.641571010293035,13182,8502,0.0,0,2,2020-06-02 09:00:00,2010,47.687,122.259
11,39600,0.81024169921875,15.440270714677524,13215,15.452120754372856,13294,8502,0.0,0,2,2020-06-02 10:00:00,2010,47.687,122.259
12,43200,0.81024169921875,15.4043652950337,13237,15.452120754372856,13294,8503,0.0,0,2,2020-06-02 11:00:00,2010,47.687,122.259
13,46800,0.8099365234375,15.739907845099765,13033,15.881026749537625,13042,8502,0.0,0,2,2020-06-02 12:00:00,2010,47.687,122.259
14,50400,0.81024169921875,15.736589628621005,13035,15.81402266963238,13081,8503,0.11884931506849315,0,2,2020-06-02 13:00:00,2010,47.687,122.259
15,54000,0.809326171875,15.893167583316995,12941,16.050427090672088,12944,8502,0.2773150684931507,0,2,2020-06-02 14:00:00,2010,47.687,122.259
