,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,0.1806640625,16.641543462250638,12493,16.829702039897484,12499,8531,0.0,0,4,2020-05-18 23:00:00,2012,47.687,122.259
1,3600,0.18035888671875,16.497227165869276,12576,16.59224917196508,12631,8532,0.0,0,4,2020-05-19 00:00:00,2012,47.687,122.259
2,7200,0.1806640625,16.443601035463132,12607,16.560089581827413,12649,8532,0.0,0,4,2020-05-19 01:00:00,2012,47.687,122.259
3,10800,0.1812744140625,16.447056298851464,12605,16.577949544012938,12639,8532,0.0,0,4,2020-05-19 02:00:00,2012,47.687,122.259
4,14400,0.1812744140625,16.771125238686352,12419,16.91857951261818,12450,8532,0.0,0,4,2020-05-19 03:00:00,2012,47.687,122.259
5,18000,0.1812744140625,16.326488270162145,12675,16.435520964343766,12719,8532,0.0,0,4,2020-05-19 04:00:00,2012,47.687,122.259
6,21600,0.18157958984375,16.502424696545575,12573,16.55651953021669,12651,8532,0.0,0,4,2020-05-19 05:00:00,2012,47.687,122.259
7,25200,0.1824951171875,16.538846593812764,12552,16.676469543119822,12584,8532,0.0,0,4,2020-05-19 06:00:00,2012,47.687,122.259
8,28800,0.18280029296875,16.47126045682495,12591,16.588673292576118,12633,8532,0.0,0,4,2020-05-19 07:00:00,2012,47.687,122.259
9,32400,0.18280029296875,16.38151172527563,12643,16.499486469132307,12683,8532,0.0,0,4,2020-05-19 08:00:00,2012,47.687,122.259
10,36000,0.1824951171875,16.30761010669835,12686,16.405387076546788,12736,8532,0.0,0,4,2020-05-19 09:00:00,2012,47.687,122.259
11,39600,0.18310546875,16.092676162989846,12812,16.17471320106921,12867,8532,0.0,0,4,2020-05-19 10:00:00,2012,47.687,122.259
12,43200,0.18341064453125,16.138532315060218,12785,16.264196410067882,12816,8532,0.0,0,4,2020-05-19 11:00:00,2012,47.687,122.259
13,46800,0.18310546875,16.043544400392705,12841,16.13274390255623,12891,8532,0.0,0,4,2020-05-19 12:00:00,2012,47.687,122.259
14,50400,0.18310546875,16.021560390023637,12854,16.06299354064339,12931,8532,0.0,0,4,2020-05-19 13:00:00,2012,47.687,122.259
15,54000,0.18310546875,15.932191841177428,12907,15.286554025313535,13386,8532,0.0,0,4,2020-05-19 14:00:00,2012,47.687,122.259
16,57600,0.18310546875,15.974295190665998,12882,15.983085450838416,12977,8532,0.0,0,4,2020-05-19 15:00:00,2012,47.687,122.259
17,61200,0.18310546875,15.937239388916396,12904,15.812204188926898,13076,8532,0.0,0,4,2020-05-19 16:00:00,2012,47.687,122.259
18,64800,0.1837158203125,15.955758383547106,12893,16.029948625903387,12950,8532,0.0,0,4,2020-05-19 17:00:00,2012,47.687,122.259
19,68400,0.1837158203125,15.583763268226619,13116,15.608751505916473,13195,8532,0.0,0,4,2020-05-19 18:00:00,2012,47.687,122.259
20,72000,0.18402099609375,15.880111128976637,12938,15.834558493212853,13063,8532,0.0,0,4,2020-05-19 19:00:00,2012,47.687,122.259
21,75600,0.18402099609375,15.886823315204651,12934,16.0004291520641,12967,8532,0.0,0,4,2020-05-19 20:00:00,2012,47.687,122.259
