,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
1,0,0.02716064453125,21.741583870969237,9939,21.413104726399695,10213,8484,0.0,0,79,2020-06-01 23:00:00,2001,47.687,122.259
2,3600,0.57403564453125,17.137755539449984,12235,16.927021840106363,12452,8484,0.0,0,6,2020-06-02 00:00:00,2001,47.687,122.259
3,7200,0.5743408203125,16.07930464414858,12844,15.820869538002967,13087,8485,0.0,0,6,2020-06-02 01:00:00,2001,47.687,122.259
4,10800,0.57464599609375,16.338101198929735,12692,15.987540160582512,12989,8485,0.0,0,6,2020-06-02 02:00:00,2001,47.687,122.259
5,14400,0.57586669921875,16.339815357590453,12691,16.033711556251774,12962,8485,0.0,0,6,2020-06-02 03:00:00,2001,47.687,122.259
6,18000,0.57647705078125,16.64912776960233,12512,16.320010551435473,12796,8485,0.0,0,6,2020-06-02 04:00:00,2001,47.687,122.259
7,21600,0.57647705078125,17.080673495952794,12267,16.841182417230698,12500,8485,0.0,0,6,2020-06-02 05:00:00,2001,47.687,122.259
8,25200,0.57647705078125,17.064649422688035,12276,16.805526851520085,12520,8485,0.0,0,6,2020-06-02 06:00:00,2001,47.687,122.259
9,28800,0.576171875,16.998911580862057,12313,16.74861281224497,12552,8485,0.0,0,6,2020-06-02 07:00:00,2001,47.687,122.259
10,32400,0.57647705078125,16.89454582669248,12372,16.64057726063413,12613,8485,0.0,0,6,2020-06-02 08:00:00,2001,47.687,122.259
11,36000,0.57708740234375,16.942236619076937,12345,16.677702461308286,12592,8485,0.0,0,6,2020-06-02 09:00:00,2001,47.687,122.259
12,39600,0.5767822265625,16.919259719135198,12358,16.66178302378262,12601,8485,0.0,0,6,2020-06-02 10:00:00,2001,47.687,122.259
13,43200,0.577392578125,16.818835592713185,12415,16.482263597367194,12703,8485,0.0,0,6,2020-06-02 11:00:00,2001,47.687,122.259
14,46800,0.57708740234375,16.764436988356294,12446,16.377429891482166,12763,8485,0.0,0,6,2020-06-02 12:00:00,2001,47.687,122.259
15,50400,0.57708740234375,16.638679135552763,12518,16.191863412247244,12870,8485,0.0,0,6,2020-06-02 13:00:00,2001,47.687,122.259
16,54000,0.57647705078125,16.710190948561888,12477,16.463001880890317,12714,8485,0.0,0,6,2020-06-02 14:00:00,2001,47.687,122.259
17,57600,0.5767822265625,16.57610567873735,12554,16.273156506753594,12823,8485,0.0,0,6,2020-06-02 15:00:00,2001,47.687,122.259
18,61200,0.5767822265625,16.56396211212592,12561,16.285293045434344,12816,8485,0.0,0,6,2020-06-02 16:00:00,2001,47.687,122.259
19,64800,0.576171875,16.55355941209399,12567,16.295701808778176,12810,8485,0.0,0,6,2020-06-02 17:00:00,2001,47.687,122.259
20,68400,0.57586669921875,16.612582235573655,12533,16.351309236170778,12778,8485,0.0,0,6,2020-06-02 18:00:00,2001,47.687,122.259
21,72000,0.57647705078125,16.694470558599107,12486,16.436766499347357,12729,8485,0.0,0,6,2020-06-02 19:00:00,2001,47.687,122.259
22,75600,0.57586669921875,16.671785870475958,12499,16.419295817736895,12739,8485,0.0,0,6,2020-06-02 20:00:00,2001,47.687,122.259
