,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,0.760498046875,16.620983638059613,12411,16.447628856968606,12656,8519,0.0,0,2,2020-05-18 23:00:00,2014,47.687,122.259
1,3600,0.760498046875,16.002516605527433,12770,15.248743833744243,13364,8520,0.0,0,2,2020-05-19 00:00:00,2014,47.687,122.259
2,7200,0.76141357421875,15.988958473330683,12778,15.8763260545511,12988,8521,0.0,0,2,2020-05-19 01:00:00,2014,47.687,122.259
3,10800,0.7611083984375,16.02626636836584,12756,15.387217599256303,13280,8521,0.0,0,2,2020-05-19 02:00:00,2014,47.687,122.259
4,14400,0.76202392578125,16.021174663197485,12759,15.744476942827248,13066,8521,0.0,0,2,2020-05-19 03:00:00,2014,47.687,122.259
5,18000,0.76263427734375,15.601538442132039,13009,14.715623233383553,13693,8521,0.0,0,2,2020-05-19 04:00:00,2014,47.687,122.259
6,21600,0.762939453125,15.60485939480236,13007,14.939093446849654,13554,8521,0.0,0,2,2020-05-19 05:00:00,2014,47.687,122.259
7,25200,0.76385498046875,14.270820864446591,13839,13.700254902115944,14345,8521,0.0,0,2,2020-05-19 06:00:00,2014,47.687,122.259
8,28800,0.76446533203125,13.997134251464104,14017,13.657813554601319,14373,8521,0.0,0,2,2020-05-19 07:00:00,2014,47.687,122.259
9,32400,0.76507568359375,12.025699555313508,15378,11.918304396210942,15575,8521,0.0,0,3,2020-05-19 08:00:00,2014,47.687,122.259
10,36000,0.765380859375,11.657946948196582,15648,11.500759069123944,15880,8521,0.0,0,2,2020-05-19 09:00:00,2014,47.687,122.259
11,39600,0.76629638671875,11.290645236826833,15923,11.182452318413311,16117,8521,0.0,0,2,2020-05-19 10:00:00,2014,47.687,122.259
12,43200,0.7659912109375,11.503472110622795,15763,11.376569902179085,15972,8521,0.0,0,2,2020-05-19 11:00:00,2014,47.687,122.259
13,46800,0.76690673828125,11.289322638728095,15924,11.154500737781177,16138,8521,0.0,0,2,2020-05-19 12:00:00,2014,47.687,122.259
14,50400,0.76629638671875,11.781090848458575,15557,11.692662934372265,15739,8521,0.0,0,2,2020-05-19 13:00:00,2014,47.687,122.259
15,54000,0.7672119140625,12.440113207907928,15080,12.291407155976003,15308,8521,0.0,0,2,2020-05-19 14:00:00,2014,47.687,122.259
16,57600,0.767822265625,12.29863375351971,15181,12.097666476518839,15446,8521,0.0,0,2,2020-05-19 15:00:00,2014,47.687,122.259
17,61200,0.7684326171875,12.068387080179605,15347,11.80515315430722,15657,8521,0.0,0,2,2020-05-19 16:00:00,2014,47.687,122.259
18,64800,0.767822265625,12.184545534066615,15263,12.032124083209624,15493,8521,0.0,0,2,2020-05-19 17:00:00,2014,47.687,122.259
19,68400,0.76934814453125,11.97487640591271,15415,11.868546369520402,15611,8521,0.0,0,2,2020-05-19 18:00:00,2014,47.687,122.259
20,72000,0.7696533203125,12.393770342887308,15113,12.277302419699254,15318,8521,0.0,0,2,2020-05-19 19:00:00,2014,47.687,122.259
21,75600,0.76904296875,12.783484654199583,14838,12.408875864745596,15225,8521,0.0,0,2,2020-05-19 20:00:00,2014,47.687,122.259
