,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,TTS,GPSLat,GPSLon,GPSDate,GPSTime,TTF,Max_Tilt,datetime,id,dep_lat,dep_lon
1,1591222850.0,0.0250244140625,30.301631989538123,6851,18.741410364106912,11485,8484,0.0,0,6,27,,,,,,,2020-06-03 22:20:50,2001,47.687,122.259
2,1591138800.0,0.0244140625,24.333208828631143,8863,18.88144664984958,11414,8484,0.0,0,0,5,47.687708,-122.258927,40620.0,5431.0,38.0,9746.0,2020-06-02 23:00:00,2001,47.687,122.259
3,1591149600.0,0.02593994140625,17.05041691991528,12284,18.555575391617083,11580,8484,0.0,0,3,5,47.68644,-122.259263,40620.0,3004100.0,24.0,6162.0,2020-06-03 02:00:00,2001,47.687,122.259
4,1591160400.0,0.0262451171875,15.124190207385084,13423,18.19671599807583,11766,8485,0.0,0,1,5,47.6877,-122.258935,40620.0,6005430.0,38.0,9745.0,2020-06-03 05:00:00,2001,47.687,122.259
5,1591251649.0,0.0262451171875,14.955960490198436,13528,18.15469872129762,11788,8485,0.0,0,6,208,47.6877,-122.258927,40620.0,6212030.0,15.0,3850.0,2020-06-04 06:20:49,2001,47.687,122.259
6,1591171200.0,0.02471923828125,13.932627497116414,14187,17.57753315805587,12095,8485,0.0,0,5,5,47.687532,-122.258199,40620.0,9003500.0,18.0,4616.0,2020-06-03 08:00:00,2001,47.687,122.259
7,1591182000.0,0.0244140625,13.416555552841885,14533,16.903736456497995,12465,8485,0.0,0,6,5,47.68762,-122.259015,40620.0,12004808.0,32.0,8199.0,2020-06-03 11:00:00,2001,47.687,122.259
8,1591192800.0,0.02532958984375,14.774968891895924,13642,16.52259961306879,12680,8485,0.0,0,6,5,47.687672,-122.258999,40620.0,15005509.0,39.0,9992.0,2020-06-03 14:00:00,2001,47.687,122.259
9,1591203600.0,0.02655029296875,24.33578011875113,8862,16.66178302378262,12601,8485,0.0,0,7,5,47.687732,-122.258927,40620.0,18005500.0,38.0,9736.0,2020-06-03 17:00:00,2001,47.687,122.259
10,1591214400.0,0.0201416015625,34.2807204909613,5798,18.244571838470165,11741,8484,0.0,0,5,5,47.687888,-122.259087,40620.0,21003168.0,15.0,3849.0,2020-06-03 20:00:00,2001,47.687,122.259
11,1591225200.0,0.01800537109375,40.72174741358259,4460,18.532225305378915,11592,8484,0.0,0,6,5,47.687908,-122.258847,50620.0,5600.0,39.0,9994.0,2020-06-03 23:00:00,2001,47.687,122.259
12,1591236000.0,0.0189208984375,20.953326227013008,10295,18.85573198583046,11427,8484,0.0,0,1,5,47.687528,-122.258991,50620.0,3001594.0,0.0,8.0,2020-06-04 02:00:00,2001,47.687,122.259
13,1591246800.0,0.0225830078125,14.793940242191809,13630,18.608214188886052,11553,8485,0.0,0,5,5,47.68768,-122.258943,50620.0,6005500.0,38.0,9743.0,2020-06-04 05:00:00,2001,47.687,122.259
14,1591257600.0,0.02044677734375,12.714572757768053,15019,18.286781245071836,11719,8485,0.0,0,6,5,47.687748,-122.258895,50620.0,9004900.0,32.0,8200.0,2020-06-04 08:00:00,2001,47.687,122.259
15,1591268400.0,0.01800537109375,11.84579543858672,15646,17.372952531610338,12206,8485,0.0,0,4,5,47.687924,-122.258711,50620.0,12004868.0,32.0,8202.0,2020-06-04 11:00:00,2001,47.687,122.259
16,1591279200.0,0.01708984375,13.970463792372357,14162,16.737959847901493,12558,8485,0.0,0,6,5,47.687704,-122.258975,50620.0,15005500.0,38.0,9740.0,2020-06-04 14:00:00,2001,47.687,122.259
17,1591370449.0,0.01678466796875,14.87795607208733,13577,16.75216509063779,12550,8485,0.0,0,8,202,47.687656,-122.259159,50620.0,15210498.0,0.0,7.0,2020-06-05 15:20:49,2001,47.687,122.259
18,1591371660.0,0.01739501953125,15.646183643137476,13103,16.850106472910852,12495,8485,0.0,0,6,43,47.687904,-122.258903,50620.0,15411604.0,0.0,9.0,2020-06-05 15:41:00,2001,47.687,122.259
