,time,pressure,fr_temp,fr_temp_ADC,sr_temp,sr_temp_ADC,temp_ref,par,fluor,tilt,datetime,depth_m,id,dep_lat,dep_lon
0,0,0.02044677734375,22.853302089914393,9427,22.830587255617047,9525,8522,0.0,0,177,2021-08-04 23:00:00,0.20306043466658263,M8poptop,47.68,-122.25
1,3600,0.01922607421875,22.394689300038806,9621,22.20926370195184,9785,8522,0.0,0,177,2021-08-05 00:00:00,0.19093742364171204,M8poptop,47.68,-122.25
2,7200,0.01922607421875,21.789351336702737,9884,21.700111211916635,10004,8522,0.0,0,177,2021-08-05 01:00:00,0.19093742364171204,M8poptop,47.68,-122.25
3,10800,0.0189208984375,22.715083295456623,9485,22.818460160535153,9530,8522,0.0,0,177,2021-08-05 02:00:00,0.1879066708854944,M8poptop,47.68,-122.25
4,14400,0.01953125,23.086619274131124,9330,23.185411992663205,9380,8522,0.0,0,177,2021-08-05 03:00:00,0.19396817639792968,M8poptop,47.68,-122.25
5,18000,0.01922607421875,23.28600172180836,9248,23.373854742743617,9304,8522,0.0,0,177,2021-08-05 04:00:00,0.19093742364171204,M8poptop,47.68,-122.25
6,21600,0.01953125,23.413475935719248,9196,23.488752847600153,9258,8522,0.0,0,177,2021-08-05 05:00:00,0.19396817639792968,M8poptop,47.68,-122.25
7,25200,0.01983642578125,23.497265106296197,9162,23.574089858931586,9224,8522,0.0,0,177,2021-08-05 06:00:00,0.19699892915414735,M8poptop,47.68,-122.25
8,28800,0.01953125,23.554145259615666,9139,23.629496151851924,9202,8522,0.0,0,177,2021-08-05 07:00:00,0.19396817639792968,M8poptop,47.68,-122.25
9,32400,0.0189208984375,23.606220595755076,9118,23.679994598878523,9182,8522,0.0,0,177,2021-08-05 08:00:00,0.1879066708854944,M8poptop,47.68,-122.25
10,36000,0.01953125,23.6385255932978,9105,23.710352926137375,9170,8522,0.0,0,177,2021-08-05 09:00:00,0.19396817639792968,M8poptop,47.68,-122.25
11,39600,0.01953125,23.65345315570096,9099,23.72808253698321,9163,8522,0.0,0,177,2021-08-05 10:00:00,0.19396817639792968,M8poptop,47.68,-122.25
12,43200,0.01983642578125,23.670882693744886,9092,23.743291443026806,9157,8522,0.0,0,177,2021-08-05 11:00:00,0.19699892915414735,M8poptop,47.68,-122.25
13,46800,0.01983642578125,23.675865343862824,9090,23.745827347484692,9156,8522,0.0,0,177,2021-08-05 12:00:00,0.19699892915414735,M8poptop,47.68,-122.25
14,50400,0.01983642578125,23.369258388991682,9214,23.304228275524395,9332,8522,0.0,0,177,2021-08-05 13:00:00,0.19699892915414735,M8poptop,47.68,-122.25
15,54000,0.0201416015625,22.245678982827656,9685,22.075523808569073,9842,8522,0.0,0,177,2021-08-05 14:00:00,0.200029681910365,M8poptop,47.68,-122.25
16,57600,0.020751953125,21.57738957442905,9978,21.437726729439987,10119,8522,0.0,0,177,2021-08-05 15:00:00,0.2060911874228003,M8poptop,47.68,-122.25
17,61200,0.02044677734375,21.85065451752064,9857,21.78063894815574,9969,8522,0.0,0,177,2021-08-05 16:00:00,0.20306043466658263,M8poptop,47.68,-122.25
18,64800,0.020751953125,21.629043825082135,9955,21.567358035190352,10062,8522,0.0,0,177,2021-08-05 17:00:00,0.2060911874228003,M8poptop,47.68,-122.25
19,68400,0.02044677734375,21.561695364638183,9985,21.533164883716097,10077,8522,0.0,0,177,2021-08-05 18:00:00,0.20306043466658263,M8poptop,47.68,-122.25
20,72000,0.0201416015625,21.88023844930052,9844,21.847602380912576,9940,8522,0.0,0,177,2021-08-05 19:00:00,0.200029681910365,M8poptop,47.68,-122.25
21,75600,0.01953125,22.102380744019115,9747,22.073185251312623,9843,8522,0.0,0,177,2021-08-05 20:00:00,0.19396817639792968,M8poptop,47.68,-122.25
