,time,pressure,ttp_temp,ttp_temp_ADC,par,fluor,tilt,datetime,id,dep_lat,dep_lon
2,1593536076.0,1.02783203125,18.1300836290373,11686,0.9934520547945206,0,15,2020-06-30 16:54:36.000,2007,47.687,122.259
3,1593536076.0,1.02752685546875,18.1300836290373,11686,0.9934520547945206,0,15,2020-06-30 16:54:36.000,2007,47.687,122.259
4,1593536076.25,1.02935791015625,18.1300836290373,11686,1.1406301369863014,0,3,2020-06-30 16:54:36.250,2007,47.687,122.259
5,1593536076.5,1.03118896484375,18.1300836290373,11686,1.011849315068493,0,3,2020-06-30 16:54:36.500,2007,47.687,122.259
6,1593536076.75,1.0308837890625,18.1300836290373,11686,0.9014657534246575,0,6,2020-06-30 16:54:36.750,2007,47.687,122.259
7,1593536077.0,1.02996826171875,18.12820499596546,11687,0.9566575342465753,0,11,2020-06-30 16:54:37.000,2007,47.687,122.259
8,1593536077.25,1.0296630859375,18.12820499596546,11687,1.2142191780821918,0,7,2020-06-30 16:54:37.250,2007,47.687,122.259
9,1593536077.5,1.0302734375,18.12820499596546,11687,1.1774246575342466,0,3,2020-06-30 16:54:37.500,2007,47.687,122.259
10,1593536077.75,1.02996826171875,18.12820499596546,11687,1.0854383561643834,0,1,2020-06-30 16:54:37.750,2007,47.687,122.259
11,1593536078.0,1.02752685546875,18.12820499596546,11687,1.1406301369863014,0,0,2020-06-30 16:54:38.000,2007,47.687,122.259
12,1593536078.25,1.02569580078125,18.12820499596546,11687,1.2142191780821918,0,3,2020-06-30 16:54:38.250,2007,47.687,122.259
13,1593536078.5,1.0260009765625,18.12820499596546,11687,1.1774246575342466,0,4,2020-06-30 16:54:38.500,2007,47.687,122.259
14,1593536078.75,1.03118896484375,18.12820499596546,11687,1.251013698630137,0,2,2020-06-30 16:54:38.750,2007,47.687,122.259
15,1593536079.0,1.03271484375,18.12820499596546,11687,1.103835616438356,0,1,2020-06-30 16:54:39.000,2007,47.687,122.259
16,1593536079.25,1.03118896484375,18.12820499596546,11687,1.0670410958904109,0,0,2020-06-30 16:54:39.250,2007,47.687,122.259
17,1593536079.5,1.0284423828125,18.12820499596546,11687,1.1590273972602738,0,4,2020-06-30 16:54:39.500,2007,47.687,122.259
18,1593536079.75,1.0205078125,18.12820499596546,11687,1.2142191780821918,0,2,2020-06-30 16:54:39.750,2007,47.687,122.259
19,1593536080.0,1.0101318359375,18.12820499596546,11687,1.2326164383561644,0,2,2020-06-30 16:54:40.000,2007,47.687,122.259
20,1593536080.25,0.99578857421875,18.12820499596546,11687,1.343,0,3,2020-06-30 16:54:40.250,2007,47.687,122.259
21,1593536080.5,0.9783935546875,18.12820499596546,11687,1.4717808219178083,0,1,2020-06-30 16:54:40.500,2007,47.687,122.259
22,1593536080.75,0.9576416015625,18.12820499596546,11687,1.6005616438356165,0,0,2020-06-30 16:54:40.750,2007,47.687,122.259
23,1593536081.0,0.93475341796875,18.12820499596546,11687,1.9685068493150684,0,10,2020-06-30 16:54:41.000,2007,47.687,122.259
24,1593536081.25,0.936279296875,18.126326543863513,11688,1.4533835616438355,0,30,2020-06-30 16:54:41.250,2007,47.687,122.259
25,1593536081.5,0.93414306640625,18.126326543863513,11688,1.8765205479452054,0,11,2020-06-30 16:54:41.500,2007,47.687,122.259
26,1593536081.75,0.93902587890625,18.126326543863513,11688,1.802931506849315,0,21,2020-06-30 16:54:41.750,2007,47.687,122.259
27,1593536082.0,0.93536376953125,18.126326543863513,11688,1.7661369863013698,0,6,2020-06-30 16:54:42.000,2007,47.687,122.259
28,1593536082.25,0.9375,18.126326543863513,11688,1.8213287671232876,0,15,2020-06-30 16:54:42.250,2007,47.687,122.259
29,1593536082.5,0.93902587890625,18.126326543863513,11688,1.8765205479452054,0,4,2020-06-30 16:54:42.500,2007,47.687,122.259
30,1593536082.75,0.941162109375,18.126326543863513,11688,1.9133150684931506,0,5,2020-06-30 16:54:42.750,2007,47.687,122.259
31,1593536083.0,0.9405517578125,18.126326543863513,11688,1.802931506849315,0,4,2020-06-30 16:54:43.000,2007,47.687,122.259
32,1593536083.25,0.93902587890625,18.126326543863513,11688,1.7293424657534244,0,11,2020-06-30 16:54:43.250,2007,47.687,122.259
33,1593536083.5,0.9375,18.126326543863513,11688,1.8213287671232876,0,8,2020-06-30 16:54:43.500,2007,47.687,122.259
34,1593536083.75,0.93841552734375,18.126326543863513,11688,1.9317123287671234,0,1,2020-06-30 16:54:43.750,2007,47.687,122.259
35,1593536084.0,0.9381103515625,18.126326543863513,11688,1.9685068493150684,0,4,2020-06-30 16:54:44.000,2007,47.687,122.259
36,1593536084.25,0.93597412109375,18.126326543863513,11688,2.042095890410959,0,2,2020-06-30 16:54:44.250,2007,47.687,122.259
37,1593536084.5,0.9368896484375,18.126326543863513,11688,1.9869041095890412,0,4,2020-06-30 16:54:44.500,2007,47.687,122.259
38,1593536084.75,0.93841552734375,18.126326543863513,11688,1.9317123287671234,0,3,2020-06-30 16:54:44.750,2007,47.687,122.259
39,1593536085.0,0.94146728515625,18.126326543863513,11688,1.8397260273972602,0,1,2020-06-30 16:54:45.000,2007,47.687,122.259
40,1593536085.25,0.9429931640625,18.126326543863513,11688,1.8397260273972602,0,0,2020-06-30 16:54:45.250,2007,47.687,122.259
41,1593536085.5,0.94085693359375,18.126326543863513,11688,1.8397260273972602,0,1,2020-06-30 16:54:45.500,2007,47.687,122.259
42,1593536085.75,0.9344482421875,18.126326543863513,11688,1.894917808219178,0,1,2020-06-30 16:54:45.750,2007,47.687,122.259
43,1593536086.0,0.924072265625,18.126326543863513,11688,2.0604931506849313,0,1,2020-06-30 16:54:46.000,2007,47.687,122.259
44,1593536086.25,0.91033935546875,18.126326543863513,11688,2.226068493150685,0,0,2020-06-30 16:54:46.250,2007,47.687,122.259
45,1593536086.5,0.892333984375,18.126326543863513,11688,2.483630136986301,0,1,2020-06-30 16:54:46.500,2007,47.687,122.259
46,1593536086.75,0.87158203125,18.126326543863513,11688,2.741191780821918,0,3,2020-06-30 16:54:46.750,2007,47.687,122.259
47,1593536087.0,0.8551025390625,18.126326543863513,11688,3.1091369863013703,0,26,2020-06-30 16:54:47.000,2007,47.687,122.259
48,1593536087.25,0.85693359375,18.126326543863513,11688,1.011849315068493,0,27,2020-06-30 16:54:47.250,2007,47.687,122.259
49,1593536087.5,0.85906982421875,18.126326543863513,11688,3.127534246575342,0,19,2020-06-30 16:54:47.500,2007,47.687,122.259
50,1593536087.75,0.8697509765625,18.126326543863513,11688,3.5322739726027397,0,19,2020-06-30 16:54:47.750,2007,47.687,122.259
51,1593536088.0,0.8721923828125,18.126326543863513,11688,3.0907397260273974,0,9,2020-06-30 16:54:48.000,2007,47.687,122.259
52,1593536088.25,0.87066650390625,18.126326543863513,11688,2.3364520547945204,0,14,2020-06-30 16:54:48.250,2007,47.687,122.259
53,1593536088.5,0.86761474609375,18.126326543863513,11688,2.3732465753424656,0,0,2020-06-30 16:54:48.500,2007,47.687,122.259
54,1593536088.75,0.8685302734375,18.126326543863513,11688,3.329904109589041,0,18,2020-06-30 16:54:48.750,2007,47.687,122.259
55,1593536089.0,0.86700439453125,18.126326543863513,11688,3.0723424657534246,0,8,2020-06-30 16:54:49.000,2007,47.687,122.259
56,1593536089.25,0.86700439453125,18.124448272698373,11689,2.3916438356164385,0,14,2020-06-30 16:54:49.250,2007,47.687,122.259
57,1593536089.5,0.8673095703125,18.124448272698373,11689,2.483630136986301,0,9,2020-06-30 16:54:49.500,2007,47.687,122.259
58,1593536089.75,0.86761474609375,18.124448272698373,11689,3.1643287671232874,0,6,2020-06-30 16:54:49.750,2007,47.687,122.259
59,1593536090.0,0.86578369140625,18.124448272698373,11689,3.256315068493151,0,5,2020-06-30 16:54:50.000,2007,47.687,122.259
60,1593536090.25,0.865478515625,18.124448272698373,11689,3.0171506849315066,0,7,2020-06-30 16:54:50.250,2007,47.687,122.259
61,1593536090.5,0.865478515625,18.124448272698373,11689,2.6492054794520548,0,8,2020-06-30 16:54:50.500,2007,47.687,122.259
62,1593536090.75,0.86669921875,18.124448272698373,11689,2.998753424657534,0,2,2020-06-30 16:54:50.750,2007,47.687,122.259
63,1593536091.0,0.86700439453125,18.124448272698373,11689,3.256315068493151,0,5,2020-06-30 16:54:51.000,2007,47.687,122.259
64,1593536091.25,0.8660888671875,18.124448272698373,11689,3.1091369863013703,0,4,2020-06-30 16:54:51.250,2007,47.687,122.259
65,1593536091.5,0.86578369140625,18.124448272698373,11689,3.145931506849315,0,2,2020-06-30 16:54:51.500,2007,47.687,122.259
66,1593536091.75,0.86639404296875,18.124448272698373,11689,3.366698630136986,0,2,2020-06-30 16:54:51.750,2007,47.687,122.259
67,1593536092.0,0.86700439453125,18.124448272698373,11689,3.5690684931506853,0,6,2020-06-30 16:54:52.000,2007,47.687,122.259
68,1593536092.25,0.86578369140625,18.124448272698373,11689,3.5506712328767125,0,3,2020-06-30 16:54:52.250,2007,47.687,122.259
69,1593536092.5,0.86456298828125,18.124448272698373,11689,3.4770821917808217,0,0,2020-06-30 16:54:52.500,2007,47.687,122.259
70,1593536092.75,0.860595703125,18.124448272698373,11689,3.5322739726027397,0,0,2020-06-30 16:54:52.750,2007,47.687,122.259
71,1593536093.0,0.8514404296875,18.124448272698373,11689,3.808232876712329,0,2,2020-06-30 16:54:53.000,2007,47.687,122.259
72,1593536093.25,0.83984375,18.124448272698373,11689,4.10258904109589,0,1,2020-06-30 16:54:53.250,2007,47.687,122.259
73,1593536093.5,0.82366943359375,18.124448272698373,11689,4.341753424657534,0,0,2020-06-30 16:54:53.500,2007,47.687,122.259
74,1593536093.75,0.804443359375,18.124448272698373,11689,4.691301369863013,0,2,2020-06-30 16:54:53.750,2007,47.687,122.259
75,1593536094.0,0.782470703125,18.124448272698373,11689,5.3536027397260275,0,2,2020-06-30 16:54:54.000,2007,47.687,122.259
76,1593536094.25,0.77606201171875,18.122570182437073,11690,5.905520547945205,0,24,2020-06-30 16:54:54.250,2007,47.687,122.259
77,1593536094.5,0.777587890625,18.124448272698373,11689,5.316808219178082,0,10,2020-06-30 16:54:54.500,2007,47.687,122.259
78,1593536094.75,0.7769775390625,18.124448272698373,11689,5.9423150684931505,0,16,2020-06-30 16:54:54.750,2007,47.687,122.259
79,1593536095.0,0.775146484375,18.124448272698373,11689,5.997506849315068,0,5,2020-06-30 16:54:55.000,2007,47.687,122.259
80,1593536095.25,0.77789306640625,18.124448272698373,11689,6.181479452054795,0,13,2020-06-30 16:54:55.250,2007,47.687,122.259
81,1593536095.5,0.77850341796875,18.124448272698373,11689,6.2182739726027405,0,8,2020-06-30 16:54:55.500,2007,47.687,122.259
82,1593536095.75,0.77850341796875,18.124448272698373,11689,6.255068493150684,0,2,2020-06-30 16:54:55.750,2007,47.687,122.259
83,1593536096.0,0.780029296875,18.124448272698373,11689,6.163082191780822,0,1,2020-06-30 16:54:56.000,2007,47.687,122.259
84,1593536096.25,0.7794189453125,18.124448272698373,11689,6.08949315068493,0,4,2020-06-30 16:54:56.250,2007,47.687,122.259
85,1593536096.5,0.77606201171875,18.124448272698373,11689,5.905520547945205,0,6,2020-06-30 16:54:56.500,2007,47.687,122.259
86,1593536096.75,0.7769775390625,18.124448272698373,11689,6.034301369863013,0,2,2020-06-30 16:54:56.750,2007,47.687,122.259
87,1593536097.0,0.7769775390625,18.124448272698373,11689,5.979109589041096,0,2,2020-06-30 16:54:57.000,2007,47.687,122.259
88,1593536097.25,0.7757568359375,18.124448272698373,11689,5.795136986301369,0,3,2020-06-30 16:54:57.250,2007,47.687,122.259
89,1593536097.5,0.77606201171875,18.124448272698373,11689,5.850328767123288,0,1,2020-06-30 16:54:57.500,2007,47.687,122.259
90,1593536097.75,0.77728271484375,18.124448272698373,11689,5.923917808219178,0,4,2020-06-30 16:54:57.750,2007,47.687,122.259
91,1593536098.0,0.777587890625,18.124448272698373,11689,6.08949315068493,0,0,2020-06-30 16:54:58.000,2007,47.687,122.259
92,1593536098.25,0.7781982421875,18.124448272698373,11689,6.015904109589041,0,1,2020-06-30 16:54:58.250,2007,47.687,122.259
93,1593536098.5,0.77789306640625,18.124448272698373,11689,6.034301369863013,0,5,2020-06-30 16:54:58.500,2007,47.687,122.259
94,1593536098.75,0.7769775390625,18.124448272698373,11689,6.236671232876712,0,3,2020-06-30 16:54:58.750,2007,47.687,122.259
95,1593536099.0,0.777587890625,18.124448272698373,11689,6.36545205479452,0,2,2020-06-30 16:54:59.000,2007,47.687,122.259
96,1593536099.25,0.77728271484375,18.124448272698373,11689,6.163082191780822,0,2,2020-06-30 16:54:59.250,2007,47.687,122.259
97,1593536099.5,0.77606201171875,18.124448272698373,11689,6.107890410958904,0,1,2020-06-30 16:54:59.500,2007,47.687,122.259
98,1593536099.75,0.7763671875,18.124448272698373,11689,6.181479452054795,0,1,2020-06-30 16:54:59.750,2007,47.687,122.259
