,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,1.15814208984375,17.342148418338695,12114,17.476042727367656,12067,8517,4.636109589041095,0,2,2020-06-30 00:00:00,2007,47.687,122.259
1,3600,1.12884521484375,17.059162585900026,12272,17.20949134194268,12208,8517,1.7293424657534244,0,2,2020-06-30 01:00:00,2007,47.687,122.259
2,7200,1.11846923828125,16.954540525458924,12331,17.085916272870634,12274,8517,0.31275342465753425,0,2,2020-06-30 02:00:00,2007,47.687,122.259
3,10800,1.1151123046875,16.92449970100637,12348,17.05048088210833,12293,8517,-0.31275342465753425,0,1,2020-06-30 03:00:00,2007,47.687,122.259
4,14400,1.11602783203125,17.13398481047068,12230,17.26214556784828,12180,8517,-0.6071095890410959,0,2,2020-06-30 04:00:00,2007,47.687,122.259
5,18000,1.11846923828125,17.334933076958237,12118,17.466530430423404,12072,8517,-0.7174931506849315,0,2,2020-06-30 05:00:00,2007,47.687,122.259
6,21600,1.1224365234375,17.519766738304156,12016,17.64803036978344,11977,8517,-0.551917808219178,0,2,2020-06-30 06:00:00,2007,47.687,122.259
7,25200,1.12640380859375,17.682491766743055,11927,17.83891324115649,11878,8517,-0.7358904109589042,0,1,2020-06-30 07:00:00,2007,47.687,122.259
8,28800,1.13006591796875,17.870674971269807,11825,18.02573825254899,11782,8517,-0.699095890410959,0,2,2020-06-30 08:00:00,2007,47.687,122.259
9,32400,1.131591796875,17.902216453771928,11808,18.057043133482694,11766,8517,-0.45993150684931505,0,2,2020-06-30 09:00:00,2007,47.687,122.259
10,36000,1.13311767578125,17.92079415664665,11798,18.074673298960647,11757,8517,-0.4967260273972603,0,2,2020-06-30 10:00:00,2007,47.687,122.259
11,39600,1.13311767578125,17.94311081381977,11786,18.098203949881736,11745,8517,-0.9382602739726027,0,2,2020-06-30 11:00:00,2007,47.687,122.259
12,43200,1.13311767578125,17.939389595049988,11788,18.09428028655077,11747,8517,-0.8646712328767122,0,2,2020-06-30 12:00:00,2007,47.687,122.259
13,46800,1.134033203125,17.94869397511144,11783,18.106053544559302,11741,8517,-0.8830684931506849,0,2,2020-06-30 13:00:00,2007,47.687,122.259
14,50400,1.13525390625,18.04759453494171,11730,18.20442950094673,11691,8517,-0.20236986301369864,0,2,2020-06-30 14:00:00,2007,47.687,122.259
